# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "--countReadPairs" "-s" "0" "-a" "PAO1_2/data/reference/Pseudomonas_aeruginosa_PAO1_107.gff" "-o" "PAO1_2/results/counts/SRR14995085_counts.txt" "-t" "gene" "-g" "Alias" "PAO1_2/data/aligned/SRR14995085.bam" 
Geneid	Chr	Start	End	Strand	Length	PAO1_2/data/aligned/SRR14995085.bam
PA2466	refseq|NC_002516.2|chromosome	2782764	2785226	-	2463	2212
PA2467	refseq|NC_002516.2|chromosome	2785370	2786356	-	987	2816
PA2468	refseq|NC_002516.2|chromosome	2786365	2786883	-	519	4314
PA2469	refseq|NC_002516.2|chromosome	2786972	2787886	-	915	1357
PA2470	refseq|NC_002516.2|chromosome	2788011	2789072	+	1062	446
PA2471	refseq|NC_002516.2|chromosome	2789085	2789783	+	699	229
PA2472	refseq|NC_002516.2|chromosome	2789861	2791207	+	1347	167
PA2473	refseq|NC_002516.2|chromosome	2791220	2791864	+	645	107
PA2474	refseq|NC_002516.2|chromosome	2791906	2792817	+	912	132
PA2475	refseq|NC_002516.2|chromosome	2792799	2794133	-	1335	266
PA2476	refseq|NC_002516.2|chromosome	2794206	2794976	-	771	694
PA2477	refseq|NC_002516.2|chromosome	2794973	2795809	-	837	250
PA2478	refseq|NC_002516.2|chromosome	2795809	2797572	-	1764	542
PA2479	refseq|NC_002516.2|chromosome	2797735	2798415	+	681	575
PA2480	refseq|NC_002516.2|chromosome	2798412	2799734	+	1323	953
PA2481	refseq|NC_002516.2|chromosome	2799910	2800785	-	876	2337
PA2482	refseq|NC_002516.2|chromosome	2800782	2801435	-	654	4944
PA2483	refseq|NC_002516.2|chromosome	2801550	2802551	-	1002	15388
PA2484	refseq|NC_002516.2|chromosome	2802702	2803316	-	615	1252
PA2485	refseq|NC_002516.2|chromosome	2803345	2803623	+	279	1213
PA2486	refseq|NC_002516.2|chromosome	2803640	2803834	+	195	1885
PA2487	refseq|NC_002516.2|chromosome	2803860	2804132	-	273	497
PA2488	refseq|NC_002516.2|chromosome	2804230	2804994	+	765	707
PA2489	refseq|NC_002516.2|chromosome	2805021	2805836	+	816	758
PA2490	refseq|NC_002516.2|chromosome	2805917	2806291	+	375	226
PA2491	refseq|NC_002516.2|chromosome	2806350	2807369	-	1020	5028
PA2492	refseq|NC_002516.2|chromosome	2807469	2808512	+	1044	4017
PA2493	refseq|NC_002516.2|chromosome	2808743	2809987	+	1245	1489
PA2494	refseq|NC_002516.2|chromosome	2810009	2813197	+	3189	717
PA2495	refseq|NC_002516.2|chromosome	2813194	2814612	+	1419	231
PA2496	refseq|NC_002516.2|chromosome	2814767	2815282	-	516	318
PA2497	refseq|NC_002516.2|chromosome	2815341	2816219	-	879	1437
PA2498	refseq|NC_002516.2|chromosome	2816347	2816979	+	633	198
PA2499	refseq|NC_002516.2|chromosome	2816997	2817452	+	456	172
PA2500	refseq|NC_002516.2|chromosome	2817449	2818675	+	1227	513
PA2501	refseq|NC_002516.2|chromosome	2818719	2818886	-	168	153
PA2502	refseq|NC_002516.2|chromosome	2818990	2820489	-	1500	928
PA2503	refseq|NC_002516.2|chromosome	2820448	2821701	+	1254	844
PA2504	refseq|NC_002516.2|chromosome	2821705	2822322	-	618	99
PA2505	refseq|NC_002516.2|chromosome	2822574	2823920	-	1347	708
PA2506	refseq|NC_002516.2|chromosome	2824283	2824501	+	219	183
PA2507	refseq|NC_002516.2|chromosome	2824659	2825591	-	933	1437
PA2508	refseq|NC_002516.2|chromosome	2825636	2825926	-	291	647
PA2509	refseq|NC_002516.2|chromosome	2825958	2827079	-	1122	874
PA2510	refseq|NC_002516.2|chromosome	2827241	2828113	+	873	806
PA2511	refseq|NC_002516.2|chromosome	2828122	2829123	-	1002	942
PA2512	refseq|NC_002516.2|chromosome	2829440	2830834	+	1395	12944
PA2513	refseq|NC_002516.2|chromosome	2830831	2831322	+	492	2446
PA2514	refseq|NC_002516.2|chromosome	2831341	2832363	+	1023	3301
PA2515	refseq|NC_002516.2|chromosome	2832369	2833130	-	762	1121
PA2516	refseq|NC_002516.2|chromosome	2833155	2834168	-	1014	385
PA2517	refseq|NC_002516.2|chromosome	2834202	2834690	-	489	124
PA2518	refseq|NC_002516.2|chromosome	2834687	2836054	-	1368	549
PA2519	refseq|NC_002516.2|chromosome	2836171	2837127	-	957	1151
PA2520	refseq|NC_002516.2|chromosome	2837334	2840489	-	3156	682
PA2521	refseq|NC_002516.2|chromosome	2840512	2841966	-	1455	353
PA2522	refseq|NC_002516.2|chromosome	2842019	2843305	-	1287	110
PA2523	refseq|NC_002516.2|chromosome	2843818	2844492	+	675	528
PA2524	refseq|NC_002516.2|chromosome	2844489	2845907	+	1419	782
PA2525	refseq|NC_002516.2|chromosome	2846283	2847779	-	1497	546
PA2526	refseq|NC_002516.2|chromosome	2847776	2850886	-	3111	1168
PA2527	refseq|NC_002516.2|chromosome	2850883	2854014	-	3132	1432
PA2528	refseq|NC_002516.2|chromosome	2854011	2855291	-	1281	846
PA2529	refseq|NC_002516.2|chromosome	2855548	2856981	+	1434	1680
PA2530	refseq|NC_002516.2|chromosome	2856981	2858306	+	1326	1166
PA2531	refseq|NC_002516.2|chromosome	2858503	2859627	+	1125	962
PA2532	refseq|NC_002516.2|chromosome	2859777	2860274	-	498	12033
PA2533	refseq|NC_002516.2|chromosome	2860409	2861758	-	1350	675
PA2534	refseq|NC_002516.2|chromosome	2861914	2862825	-	912	382
PA2535	refseq|NC_002516.2|chromosome	2862944	2863939	+	996	533
PA2536	refseq|NC_002516.2|chromosome	2864170	2865105	-	936	377
PA2537	refseq|NC_002516.2|chromosome	2865107	2865736	-	630	360
PA2538	refseq|NC_002516.2|chromosome	2865748	2866200	-	453	101
PA2539	refseq|NC_002516.2|chromosome	2866193	2867506	-	1314	148
PA2540	refseq|NC_002516.2|chromosome	2867542	2869302	-	1761	867
PA2541	refseq|NC_002516.2|chromosome	2869392	2870027	-	636	1012
PA2542	refseq|NC_002516.2|chromosome	2870162	2873827	-	3666	1907
PA2543	refseq|NC_002516.2|chromosome	2873824	2875563	-	1740	1635
PA2544	refseq|NC_002516.2|chromosome	2875697	2876410	-	714	1837
PA2545	refseq|NC_002516.2|chromosome	2876555	2877367	+	813	1659
PA2546	refseq|NC_002516.2|chromosome	2877477	2877908	-	432	332
PA2547	refseq|NC_002516.2|chromosome	2877999	2878916	+	918	797
PA2548	refseq|NC_002516.2|chromosome	2878976	2880370	+	1395	398
PA2549	refseq|NC_002516.2|chromosome	2880520	2881563	+	1044	937
PA2550	refseq|NC_002516.2|chromosome	2881754	2882983	-	1230	850
PA2551	refseq|NC_002516.2|chromosome	2883157	2884089	+	933	3964
PA2552	refseq|NC_002516.2|chromosome	2884206	2885333	-	1128	3667
PA2553	refseq|NC_002516.2|chromosome	2885362	2886552	-	1191	4547
PA2554	refseq|NC_002516.2|chromosome	2886570	2887337	-	768	1778
PA2555	refseq|NC_002516.2|chromosome	2887357	2889024	-	1668	1983
PA2556	refseq|NC_002516.2|chromosome	2889202	2890287	-	1086	1693
PA2557	refseq|NC_002516.2|chromosome	2890356	2892050	-	1695	6536
PA2558	refseq|NC_002516.2|chromosome	2892271	2892963	+	693	872
PA2559	refseq|NC_002516.2|chromosome	2893286	2893828	-	543	2501
PA2559.1	refseq|NC_002516.2|chromosome	2894147	2894377	+	231	277
PA2560	refseq|NC_002516.2|chromosome	2894452	2894739	-	288	884
PA2561	refseq|NC_002516.2|chromosome	2894908	2896614	+	1707	1384
PA2562	refseq|NC_002516.2|chromosome	2896741	2897253	-	513	9293
PA2563	refseq|NC_002516.2|chromosome	2897610	2899097	+	1488	921
PA2564	refseq|NC_002516.2|chromosome	2899107	2899934	-	828	1477
PA2565	refseq|NC_002516.2|chromosome	2899924	2900349	-	426	354
PA2566	refseq|NC_002516.2|chromosome	2900372	2901559	-	1188	1824
PA2566.1	refseq|NC_002516.2|chromosome	2902048	2902155	+	108	109
PA2567	refseq|NC_002516.2|chromosome	2902218	2903981	+	1764	2015
PA2568	refseq|NC_002516.2|chromosome	2904040	2904447	-	408	1131
PA2569	refseq|NC_002516.2|chromosome	2904566	2904907	-	342	382
PA2570	refseq|NC_002516.2|chromosome	2905182	2905550	-	369	300
PA2570.1	refseq|NC_002516.2|chromosome	2905965	2906051	-	87	844
PA2571	refseq|NC_002516.2|chromosome	2906166	2907578	-	1413	1440
PA2572	refseq|NC_002516.2|chromosome	2907656	2908999	+	1344	3588
PA2573	refseq|NC_002516.2|chromosome	2909010	2910617	-	1608	4206
PA2574	refseq|NC_002516.2|chromosome	2910729	2911877	-	1149	1267
PA2575	refseq|NC_002516.2|chromosome	2912225	2912827	+	603	3698
PA2576	refseq|NC_002516.2|chromosome	2912890	2913789	-	900	336
PA2577	refseq|NC_002516.2|chromosome	2913922	2914359	+	438	1006
PA2578	refseq|NC_002516.2|chromosome	2914374	2914934	+	561	529
PA2579	refseq|NC_002516.2|chromosome	2914966	2915832	-	867	2540
PA2580	refseq|NC_002516.2|chromosome	2916158	2916748	-	591	1406
PA2581	refseq|NC_002516.2|chromosome	2917172	2918212	+	1041	2222
PA2581.1	refseq|NC_002516.2|chromosome	2918603	2918676	-	74	2005
PA2582	refseq|NC_002516.2|chromosome	2918967	2919500	-	534	5692
PA2583	refseq|NC_002516.2|chromosome	2919591	2922569	-	2979	2744
PA2583.1	refseq|NC_002516.2|chromosome	2923222	2923297	-	76	70
PA2584	refseq|NC_002516.2|chromosome	2923367	2923927	-	561	1320
PA2585	refseq|NC_002516.2|chromosome	2923961	2925787	-	1827	4350
PA2586	refseq|NC_002516.2|chromosome	2925788	2926432	-	645	8192
PA2587	refseq|NC_002516.2|chromosome	2926773	2927921	-	1149	2720
PA2588	refseq|NC_002516.2|chromosome	2928539	2929567	+	1029	1950
PA2589	refseq|NC_002516.2|chromosome	2929583	2930797	-	1215	622
PA2590	refseq|NC_002516.2|chromosome	2930808	2933462	-	2655	1327
PA2591	refseq|NC_002516.2|chromosome	2933582	2934388	-	807	5135
PA2592	refseq|NC_002516.2|chromosome	2934541	2935644	+	1104	2932
PA2593	refseq|NC_002516.2|chromosome	2935851	2936423	+	573	334
PA2594	refseq|NC_002516.2|chromosome	2936490	2937449	-	960	789
PA2595	refseq|NC_002516.2|chromosome	2937585	2938541	-	957	456
PA2596	refseq|NC_002516.2|chromosome	2938553	2939539	-	987	231
PA2597	refseq|NC_002516.2|chromosome	2939646	2940797	-	1152	281
PA2598	refseq|NC_002516.2|chromosome	2940802	2941884	-	1083	308
PA2599	refseq|NC_002516.2|chromosome	2941894	2942838	-	945	343
PA2600	refseq|NC_002516.2|chromosome	2942848	2943915	-	1068	355
PA2601	refseq|NC_002516.2|chromosome	2944255	2945151	-	897	1282
PA2602	refseq|NC_002516.2|chromosome	2945264	2945869	+	606	223
PA2603	refseq|NC_002516.2|chromosome	2945866	2947449	+	1584	643
PA2603.1	refseq|NC_002516.2|chromosome	2947583	2947672	-	90	154
PA2604	refseq|NC_002516.2|chromosome	2947803	2948471	+	669	46597
PA2605	refseq|NC_002516.2|chromosome	2948582	2948977	+	396	1459
PA2606	refseq|NC_002516.2|chromosome	2948974	2949333	+	360	622
PA2607	refseq|NC_002516.2|chromosome	2949333	2949638	+	306	459
PA2608	refseq|NC_002516.2|chromosome	2949635	2949970	+	336	521
PA2609	refseq|NC_002516.2|chromosome	2949967	2950950	+	984	1304
PA2610	refseq|NC_002516.2|chromosome	2951038	2952012	+	975	1099
PA2611	refseq|NC_002516.2|chromosome	2952017	2953414	-	1398	4726
PA2612	refseq|NC_002516.2|chromosome	2953416	2954696	-	1281	9658
PA2613	refseq|NC_002516.2|chromosome	2954818	2956143	-	1326	4426
PA2614	refseq|NC_002516.2|chromosome	2956153	2956779	-	627	3291
PA2615	refseq|NC_002516.2|chromosome	2956805	2959240	-	2436	9861
PA2616	refseq|NC_002516.2|chromosome	2959468	2960418	+	951	12958
PA2617	refseq|NC_002516.2|chromosome	2960456	2961136	+	681	1038
PA2618	refseq|NC_002516.2|chromosome	2961191	2961898	+	708	2227
PA2619	refseq|NC_002516.2|chromosome	2962003	2962221	+	219	2838
PA2620	refseq|NC_002516.2|chromosome	2962303	2964579	-	2277	36869
PA2621	refseq|NC_002516.2|chromosome	2964607	2964843	-	237	1876
PA2622	refseq|NC_002516.2|chromosome	2965201	2965473	+	273	9596
PA2623	refseq|NC_002516.2|chromosome	2965546	2966802	-	1257	127000
PA2624	refseq|NC_002516.2|chromosome	2967161	2969386	+	2226	12010
PA2625	refseq|NC_002516.2|chromosome	2969473	2969943	+	471	401
PA2626	refseq|NC_002516.2|chromosome	2969987	2971114	+	1128	2045
PA2627	refseq|NC_002516.2|chromosome	2971111	2971731	+	621	803
PA2628	refseq|NC_002516.2|chromosome	2971734	2972624	+	891	606
PA2629	refseq|NC_002516.2|chromosome	2972699	2974069	+	1371	2524
PA2630	refseq|NC_002516.2|chromosome	2974129	2975298	+	1170	384
PA2631	refseq|NC_002516.2|chromosome	2975291	2975716	+	426	2008
PA2632	refseq|NC_002516.2|chromosome	2975723	2976343	+	621	1425
PA2633	refseq|NC_002516.2|chromosome	2976340	2977161	+	822	2182
PA2634	refseq|NC_002516.2|chromosome	2977756	2979351	+	1596	20075
PA2635	refseq|NC_002516.2|chromosome	2979530	2981548	+	2019	1542
PA2636	refseq|NC_002516.2|chromosome	2981627	2982181	+	555	494
PA2637	refseq|NC_002516.2|chromosome	2982781	2983194	+	414	3888
PA2638	refseq|NC_002516.2|chromosome	2983205	2983882	+	678	9223
PA2639	refseq|NC_002516.2|chromosome	2983963	2985744	+	1782	10722
PA2640	refseq|NC_002516.2|chromosome	2985746	2986246	+	501	3150
PA2641	refseq|NC_002516.2|chromosome	2986243	2987589	+	1347	8830
PA2642	refseq|NC_002516.2|chromosome	2987721	2990438	+	2718	14591
PA2643	refseq|NC_002516.2|chromosome	2990435	2991430	+	996	3848
PA2644	refseq|NC_002516.2|chromosome	2991442	2991990	+	549	2687
PA2645	refseq|NC_002516.2|chromosome	2992002	2992502	+	501	1163
PA2646	refseq|NC_002516.2|chromosome	2992548	2992856	+	309	1428
PA2647	refseq|NC_002516.2|chromosome	2992853	2994700	+	1848	5496
PA2648	refseq|NC_002516.2|chromosome	2994728	2996257	+	1530	4003
PA2649	refseq|NC_002516.2|chromosome	2996265	2997725	+	1461	3443
PA2650	refseq|NC_002516.2|chromosome	2997840	2998649	+	810	270
PA2651	refseq|NC_002516.2|chromosome	2998856	2999914	-	1059	1083
PA2652	refseq|NC_002516.2|chromosome	3000074	3001759	-	1686	876
PA2653	refseq|NC_002516.2|chromosome	3001873	3003198	-	1326	680
PA2654	refseq|NC_002516.2|chromosome	3003457	3005601	+	2145	1671
PA2655	refseq|NC_002516.2|chromosome	3005606	3005914	-	309	71
PA2656	refseq|NC_002516.2|chromosome	3006005	3007342	-	1338	669
PA2657	refseq|NC_002516.2|chromosome	3007339	3008010	-	672	1044
PA2658	refseq|NC_002516.2|chromosome	3008010	3008324	-	315	892
PA2659	refseq|NC_002516.2|chromosome	3008324	3008632	-	309	5073
PA2660	refseq|NC_002516.2|chromosome	3008847	3009929	+	1083	946
PA2661	refseq|NC_002516.2|chromosome	3009956	3010849	+	894	533
PA2662	refseq|NC_002516.2|chromosome	3011100	3012293	-	1194	563
PA2663	refseq|NC_002516.2|chromosome	3012280	3012537	-	258	51
PA2664	refseq|NC_002516.2|chromosome	3012592	3013773	-	1182	493
PA2665	refseq|NC_002516.2|chromosome	3013928	3015481	+	1554	3503
PA2666	refseq|NC_002516.2|chromosome	3015582	3015938	+	357	869
PA2667	refseq|NC_002516.2|chromosome	3016246	3016599	+	354	5848
PA2668	refseq|NC_002516.2|chromosome	3016675	3016884	-	210	881
PA2669	refseq|NC_002516.2|chromosome	3017234	3017818	-	585	496
PA2670	refseq|NC_002516.2|chromosome	3017818	3018804	-	987	365
PA2671	refseq|NC_002516.2|chromosome	3018848	3019927	-	1080	352
PA2672	refseq|NC_002516.2|chromosome	3019917	3020507	-	591	97
PA2673	refseq|NC_002516.2|chromosome	3020504	3020929	-	426	107
PA2674	refseq|NC_002516.2|chromosome	3020929	3021339	-	411	139
PA2675	refseq|NC_002516.2|chromosome	3021308	3021742	-	435	94
PA2676	refseq|NC_002516.2|chromosome	3021796	3022983	-	1188	146
PA2677	refseq|NC_002516.2|chromosome	3022988	3024715	-	1728	615
PA2678	refseq|NC_002516.2|chromosome	3024705	3025508	-	804	958
PA2679	refseq|NC_002516.2|chromosome	3026100	3026852	-	753	953
PA2680	refseq|NC_002516.2|chromosome	3027078	3028052	+	975	234
PA2681	refseq|NC_002516.2|chromosome	3028075	3029004	+	930	610
PA2682	refseq|NC_002516.2|chromosome	3029187	3030428	+	1242	1533
PA2683	refseq|NC_002516.2|chromosome	3030436	3031398	-	963	797
PA2683.1	refseq|NC_002516.2|chromosome	3031561	3031791	-	231	262
PA2684	refseq|NC_002516.2|chromosome	3031749	3035702	-	3954	830
PA2685	refseq|NC_002516.2|chromosome	3035752	3037932	-	2181	2002
PA2686	refseq|NC_002516.2|chromosome	3037886	3038803	+	918	3986
PA2687	refseq|NC_002516.2|chromosome	3038803	3040143	+	1341	2430
PA2688	refseq|NC_002516.2|chromosome	3040242	3042482	+	2241	1608
PA2689	refseq|NC_002516.2|chromosome	3042502	3043416	+	915	717
PA2690	refseq|NC_002516.2|chromosome	3043750	3044766	-	1017	7
PA2691	refseq|NC_002516.2|chromosome	3044947	3046152	-	1206	3790
PA2692	refseq|NC_002516.2|chromosome	3046421	3046945	+	525	1054
PA2693	refseq|NC_002516.2|chromosome	3047116	3047616	+	501	472
PA2694	refseq|NC_002516.2|chromosome	3047644	3047970	-	327	163
PA2695	refseq|NC_002516.2|chromosome	3048051	3049154	-	1104	691
PA2696	refseq|NC_002516.2|chromosome	3049268	3050161	-	894	677
PA2697	refseq|NC_002516.2|chromosome	3050331	3050612	-	282	35
PA2698	refseq|NC_002516.2|chromosome	3050669	3051349	-	681	634
PA2699	refseq|NC_002516.2|chromosome	3051957	3053795	+	1839	782
PA2700	refseq|NC_002516.2|chromosome	3053844	3055151	+	1308	398
PA2701	refseq|NC_002516.2|chromosome	3055154	3056743	+	1590	1088
PA2702	refseq|NC_002516.2|chromosome	3056890	3057366	+	477	613
PA2703	refseq|NC_002516.2|chromosome	3057376	3057609	+	234	84
PA2704	refseq|NC_002516.2|chromosome	3057902	3058921	-	1020	1898
PA2705	refseq|NC_002516.2|chromosome	3059035	3060216	-	1182	4440
PA2706	refseq|NC_002516.2|chromosome	3060265	3060660	-	396	1670
PA2707	refseq|NC_002516.2|chromosome	3060725	3061570	-	846	7619
PA2708	refseq|NC_002516.2|chromosome	3061733	3062818	-	1086	651
PA2709	refseq|NC_002516.2|chromosome	3062939	3063913	+	975	4248
PA2710	refseq|NC_002516.2|chromosome	3063972	3064586	+	615	644
PA2711	refseq|NC_002516.2|chromosome	3064785	3065876	+	1092	2470
PA2712	refseq|NC_002516.2|chromosome	3066296	3067159	+	864	640
PA2713	refseq|NC_002516.2|chromosome	3067207	3067686	-	480	930
PA2714	refseq|NC_002516.2|chromosome	3068040	3070349	+	2310	467
PA2715	refseq|NC_002516.2|chromosome	3070366	3070704	+	339	78
PA2716	refseq|NC_002516.2|chromosome	3070719	3071954	-	1236	317
PA2717	refseq|NC_002516.2|chromosome	3072081	3072911	-	831	756
PA2718	refseq|NC_002516.2|chromosome	3073144	3073632	+	489	1407
PA2719	refseq|NC_002516.2|chromosome	3073732	3074418	+	687	905
PA2720	refseq|NC_002516.2|chromosome	3074580	3075218	-	639	650
PA2721	refseq|NC_002516.2|chromosome	3075411	3075890	+	480	252
PA2722	refseq|NC_002516.2|chromosome	3075922	3076314	+	393	318
PA2723	refseq|NC_002516.2|chromosome	3076344	3076622	+	279	631
PA2724	refseq|NC_002516.2|chromosome	3076697	3077236	+	540	343
PA2725	refseq|NC_002516.2|chromosome	3077312	3079195	+	1884	1304
PA2726	refseq|NC_002516.2|chromosome	3079197	3079835	+	639	222
PA2727	refseq|NC_002516.2|chromosome	3079850	3083482	+	3633	411
PA2728	refseq|NC_002516.2|chromosome	3083485	3086145	+	2661	427
PA2729	refseq|NC_002516.2|chromosome	3086142	3087491	+	1350	157
PA2730	refseq|NC_002516.2|chromosome	3088660	3089613	-	954	1777
PA2731	refseq|NC_002516.2|chromosome	3089644	3090231	-	588	1272
PA2732	refseq|NC_002516.2|chromosome	3090221	3093661	-	3441	5901
PA2733	refseq|NC_002516.2|chromosome	3093658	3094185	-	528	863
PA2734	refseq|NC_002516.2|chromosome	3094757	3096052	-	1296	2245
PA2735	refseq|NC_002516.2|chromosome	3096130	3098508	-	2379	4890
PA2736	refseq|NC_002516.2|chromosome	3098626	3098979	-	354	1737
PA2736.1	refseq|NC_002516.2|chromosome	3099306	3099382	-	77	845
PA2737	refseq|NC_002516.2|chromosome	3099473	3099730	-	258	13001
PA2738	refseq|NC_002516.2|chromosome	3099810	3100112	-	303	34956
PA2739	refseq|NC_002516.2|chromosome	3100116	3102494	-	2379	5548
PA2740	refseq|NC_002516.2|chromosome	3102529	3103545	-	1017	2643
PA2741	refseq|NC_002516.2|chromosome	3103643	3103999	-	357	8782
PA2742	refseq|NC_002516.2|chromosome	3104023	3104217	-	195	7105
PA2743	refseq|NC_002516.2|chromosome	3104279	3104830	-	552	18873
PA2744	refseq|NC_002516.2|chromosome	3104830	3106752	-	1923	5414
PA2744.1	refseq|NC_002516.2|chromosome	3106919	3106994	-	76	147
PA2745	refseq|NC_002516.2|chromosome	3107002	3107865	-	864	602
PA2746	refseq|NC_002516.2|chromosome	3108057	3108383	+	327	1231
PA2747	refseq|NC_002516.2|chromosome	3108970	3109257	-	288	1211
PA2748	refseq|NC_002516.2|chromosome	3109743	3110525	-	783	1338
PA2749	refseq|NC_002516.2|chromosome	3110901	3111614	+	714	915
PA2750	refseq|NC_002516.2|chromosome	3111633	3112151	+	519	496
PA2751	refseq|NC_002516.2|chromosome	3112878	3113777	+	900	871
PA2752	refseq|NC_002516.2|chromosome	3114240	3114683	-	444	189
PA2753	refseq|NC_002516.2|chromosome	3114819	3115193	+	375	371
PA2754	refseq|NC_002516.2|chromosome	3115304	3115633	+	330	767
PA2755	refseq|NC_002516.2|chromosome	3116654	3117124	+	471	788
PA2756	refseq|NC_002516.2|chromosome	3117177	3117611	-	435	1410
PA2757	refseq|NC_002516.2|chromosome	3117750	3118193	-	444	158
PA2758	refseq|NC_002516.2|chromosome	3118296	3119183	+	888	1164
PA2759	refseq|NC_002516.2|chromosome	3119394	3119708	-	315	641
PA2760	refseq|NC_002516.2|chromosome	3120073	3121350	+	1278	23966
PA2761	refseq|NC_002516.2|chromosome	3121462	3121878	+	417	708
PA2762	refseq|NC_002516.2|chromosome	3121921	3122265	-	345	777
PA2763	refseq|NC_002516.2|chromosome	3122377	3122586	-	210	607
PA2764	refseq|NC_002516.2|chromosome	3123599	3124294	+	696	1274
PA2765	refseq|NC_002516.2|chromosome	3124342	3125241	-	900	1114
PA2766	refseq|NC_002516.2|chromosome	3125583	3126164	-	582	593
PA2767	refseq|NC_002516.2|chromosome	3126252	3127220	+	969	250
PA2768	refseq|NC_002516.2|chromosome	3127226	3127708	+	483	80
PA2768.1	refseq|NC_002516.2|chromosome	3127797	3127925	+	129	10
PA2769	refseq|NC_002516.2|chromosome	3127860	3128270	-	411	210
PA2770	refseq|NC_002516.2|chromosome	3128292	3129071	-	780	1175
PA2770.1	refseq|NC_002516.2|chromosome	3129579	3129637	+	59	180
PA2771	refseq|NC_002516.2|chromosome	3129729	3130754	+	1026	877
PA2772	refseq|NC_002516.2|chromosome	3130761	3131159	-	399	305
PA2773	refseq|NC_002516.2|chromosome	3131509	3132030	-	522	230
PA2774	refseq|NC_002516.2|chromosome	3132229	3132816	-	588	318
PA2775	refseq|NC_002516.2|chromosome	3132821	3133258	-	438	301
PA2775.1	refseq|NC_002516.2|chromosome	3133449	3133525	-	77	44
PA2776	refseq|NC_002516.2|chromosome	3133710	3134993	+	1284	7225
PA2777	refseq|NC_002516.2|chromosome	3135044	3136000	-	957	1170
PA2778	refseq|NC_002516.2|chromosome	3136082	3136963	-	882	981
PA2779	refseq|NC_002516.2|chromosome	3137044	3137442	-	399	3510
PA2780	refseq|NC_002516.2|chromosome	3137850	3138194	+	345	490
PA2781	refseq|NC_002516.2|chromosome	3138191	3138532	+	342	623
PA2782	refseq|NC_002516.2|chromosome	3139011	3139670	+	660	464
PA2783	refseq|NC_002516.2|chromosome	3139748	3141547	+	1800	305
PA2784	refseq|NC_002516.2|chromosome	3141719	3142276	+	558	280
PA2785	refseq|NC_002516.2|chromosome	3142285	3142503	+	219	52
PA2786	refseq|NC_002516.2|chromosome	3142618	3143085	+	468	169
PA2787	refseq|NC_002516.2|chromosome	3143152	3144390	+	1239	724
PA2788	refseq|NC_002516.2|chromosome	3144412	3146007	-	1596	1696
PA2789	refseq|NC_002516.2|chromosome	3146251	3147330	+	1080	203
PA2790	refseq|NC_002516.2|chromosome	3147765	3148250	+	486	379
PA2791	refseq|NC_002516.2|chromosome	3148339	3148629	-	291	154
PA2792	refseq|NC_002516.2|chromosome	3148723	3149319	-	597	291
PA2793	refseq|NC_002516.2|chromosome	3149400	3150434	-	1035	1900
PA2794	refseq|NC_002516.2|chromosome	3150886	3152202	-	1317	2815
PA2795	refseq|NC_002516.2|chromosome	3152504	3153502	+	999	1020
PA2796	refseq|NC_002516.2|chromosome	3153582	3154505	+	924	4339
PA2797	refseq|NC_002516.2|chromosome	3154593	3155075	-	483	3481
PA2798	refseq|NC_002516.2|chromosome	3155072	3156256	-	1185	4663
PA2799	refseq|NC_002516.2|chromosome	3156503	3156802	+	300	1002
PA2800	refseq|NC_002516.2|chromosome	3156860	3157564	-	705	5691
PA2801	refseq|NC_002516.2|chromosome	3157667	3158071	+	405	508
PA2802	refseq|NC_002516.2|chromosome	3158073	3158792	-	720	969
PA2803	refseq|NC_002516.2|chromosome	3158926	3159669	+	744	135
PA2804	refseq|NC_002516.2|chromosome	3159666	3160247	+	582	106
PA2805	refseq|NC_002516.2|chromosome	3160321	3160584	+	264	2904
PA2806	refseq|NC_002516.2|chromosome	3160651	3161481	-	831	681
PA2807	refseq|NC_002516.2|chromosome	3161599	3162216	-	618	100
PA2808	refseq|NC_002516.2|chromosome	3162388	3162579	-	192	109
PA2809	refseq|NC_002516.2|chromosome	3162705	3163385	+	681	1339
PA2810	refseq|NC_002516.2|chromosome	3163382	3164713	+	1332	751
PA2811	refseq|NC_002516.2|chromosome	3164763	3165542	-	780	779
PA2812	refseq|NC_002516.2|chromosome	3165539	3166471	-	933	1779
PA2813	refseq|NC_002516.2|chromosome	3166547	3167167	-	621	1482
PA2814	refseq|NC_002516.2|chromosome	3167282	3167953	-	672	535
PA2815	refseq|NC_002516.2|chromosome	3168106	3170553	+	2448	9395
PA2816	refseq|NC_002516.2|chromosome	3170682	3171062	+	381	2312
PA2817	refseq|NC_002516.2|chromosome	3171121	3171531	+	411	2452
PA2818	refseq|NC_002516.2|chromosome	3171598	3173175	-	1578	1600
PA2819	refseq|NC_002516.2|chromosome	3173244	3173723	+	480	401
PA2819.1	refseq|NC_002516.2|chromosome	3173599	3173674	-	76	0
PA2819.2	refseq|NC_002516.2|chromosome	3173759	3173834	-	76	450
PA2819.3	refseq|NC_002516.2|chromosome	3173837	3173912	-	76	696
PA2820	refseq|NC_002516.2|chromosome	3174131	3174904	+	774	2697
PA2821	refseq|NC_002516.2|chromosome	3174966	3175628	+	663	2602
PA2822	refseq|NC_002516.2|chromosome	3175638	3176120	-	483	1132
PA2823	refseq|NC_002516.2|chromosome	3176117	3177007	-	891	1998
