# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "--countReadPairs" "-s" "0" "-a" "PAO1_2/data/reference/Pseudomonas_aeruginosa_PAO1_107.gff" "-o" "PAO1_2/results/counts/SRR14995086_counts.txt" "-t" "gene" "-g" "Alias" "PAO1_2/data/aligned/SRR14995086.bam" 
Geneid	Chr	Start	End	Strand	Length	PAO1_2/data/aligned/SRR14995086.bam
PA3082	refseq|NC_002516.2|chromosome	3457969	3459933	-	1965	1336
PA3083	refseq|NC_002516.2|chromosome	3460380	3463037	-	2658	11483
PA3084	refseq|NC_002516.2|chromosome	3463056	3463856	-	801	1463
PA3085	refseq|NC_002516.2|chromosome	3463889	3464152	-	264	424
PA3086	refseq|NC_002516.2|chromosome	3464236	3465096	-	861	799
PA3087	refseq|NC_002516.2|chromosome	3465093	3466073	-	981	1260
PA3088	refseq|NC_002516.2|chromosome	3466073	3466960	-	888	2055
PA3089	refseq|NC_002516.2|chromosome	3467085	3468050	+	966	692
PA3090	refseq|NC_002516.2|chromosome	3468108	3468965	+	858	386
PA3091	refseq|NC_002516.2|chromosome	3468988	3470427	-	1440	1905
PA3092	refseq|NC_002516.2|chromosome	3470764	3472803	-	2040	592
PA3093	refseq|NC_002516.2|chromosome	3473018	3474136	+	1119	2763
PA3094	refseq|NC_002516.2|chromosome	3474133	3475170	+	1038	1851
PA3094.1	refseq|NC_002516.2|chromosome	3475457	3475533	-	77	243
PA3094.2	refseq|NC_002516.2|chromosome	3475648	3475724	-	77	100
PA3094.3	refseq|NC_002516.2|chromosome	3475741	3475816	-	76	32
PA3095	refseq|NC_002516.2|chromosome	3475956	3476480	-	525	1111
PA3096	refseq|NC_002516.2|chromosome	3476482	3477630	-	1149	1222
PA3097	refseq|NC_002516.2|chromosome	3477627	3478628	-	1002	785
PA3098	refseq|NC_002516.2|chromosome	3478625	3479338	-	714	654
PA3099	refseq|NC_002516.2|chromosome	3479335	3479724	-	390	388
PA3100	refseq|NC_002516.2|chromosome	3479721	3480239	-	519	535
PA3101	refseq|NC_002516.2|chromosome	3480246	3480692	-	447	2030
PA3102	refseq|NC_002516.2|chromosome	3480697	3481914	-	1218	2005
PA3103	refseq|NC_002516.2|chromosome	3481914	3483422	-	1509	5019
PA3104	refseq|NC_002516.2|chromosome	3483642	3484349	+	708	2904
PA3105	refseq|NC_002516.2|chromosome	3484354	3486330	+	1977	4269
PA3106	refseq|NC_002516.2|chromosome	3486417	3487184	-	768	1444
PA3107	refseq|NC_002516.2|chromosome	3487181	3488392	-	1212	4836
PA3108	refseq|NC_002516.2|chromosome	3488409	3489914	-	1506	11251
PA3109	refseq|NC_002516.2|chromosome	3490136	3490678	-	543	1143
PA3110	refseq|NC_002516.2|chromosome	3490752	3491411	-	660	1439
PA3111	refseq|NC_002516.2|chromosome	3491415	3492704	-	1290	2803
PA3112	refseq|NC_002516.2|chromosome	3492701	3493573	-	873	4608
PA3113	refseq|NC_002516.2|chromosome	3493842	3494477	-	636	1257
PA3114	refseq|NC_002516.2|chromosome	3494567	3495424	-	858	614
PA3115	refseq|NC_002516.2|chromosome	3495446	3498205	-	2760	26034
PA3116	refseq|NC_002516.2|chromosome	3498374	3499384	-	1011	1118
PA3117	refseq|NC_002516.2|chromosome	3499486	3500598	-	1113	3997
PA3118	refseq|NC_002516.2|chromosome	3500668	3501750	-	1083	3452
PA3119	refseq|NC_002516.2|chromosome	3501809	3502372	-	564	357
PA3120	refseq|NC_002516.2|chromosome	3502642	3503280	-	639	1220
PA3121	refseq|NC_002516.2|chromosome	3503292	3504716	-	1425	2103
PA3122	refseq|NC_002516.2|chromosome	3504879	3505772	+	894	1191
PA3123	refseq|NC_002516.2|chromosome	3505865	3506242	-	378	2199
PA3124	refseq|NC_002516.2|chromosome	3506322	3507233	-	912	3658
PA3125	refseq|NC_002516.2|chromosome	3507345	3508673	+	1329	1470
PA3126	refseq|NC_002516.2|chromosome	3508717	3509166	-	450	24297
PA3127	refseq|NC_002516.2|chromosome	3509324	3510127	+	804	992
PA3128	refseq|NC_002516.2|chromosome	3510144	3510890	+	747	873
PA3129	refseq|NC_002516.2|chromosome	3510905	3511864	-	960	431
PA3130	refseq|NC_002516.2|chromosome	3511957	3512394	-	438	332
PA3131	refseq|NC_002516.2|chromosome	3512394	3513041	-	648	628
PA3132	refseq|NC_002516.2|chromosome	3513154	3514011	-	858	420
PA3133	refseq|NC_002516.2|chromosome	3514023	3514565	-	543	522
PA3133.1	refseq|NC_002516.2|chromosome	3514723	3514798	-	76	10
PA3133.2	refseq|NC_002516.2|chromosome	3514845	3514920	-	76	362
PA3133.3	refseq|NC_002516.2|chromosome	3515014	3515089	-	76	82
PA3133.4	refseq|NC_002516.2|chromosome	3515138	3515213	-	76	440
PA3134	refseq|NC_002516.2|chromosome	3515416	3516900	-	1485	3157
PA3135	refseq|NC_002516.2|chromosome	3516938	3517858	-	921	521
PA3136	refseq|NC_002516.2|chromosome	3517928	3518995	+	1068	304
PA3137	refseq|NC_002516.2|chromosome	3519045	3520544	+	1500	875
PA3138	refseq|NC_002516.2|chromosome	3520548	3522560	-	2013	6860
PA3139	refseq|NC_002516.2|chromosome	3522748	3523944	+	1197	7467
PA3139.1	refseq|NC_002516.2|chromosome	3524012	3524087	+	76	22
PA3140	refseq|NC_002516.2|chromosome	3524161	3524490	-	330	297
PA3141	refseq|NC_002516.2|chromosome	3524681	3526678	-	1998	8616
PA3142	refseq|NC_002516.2|chromosome	3527429	3527734	-	306	3516
PA3143	refseq|NC_002516.2|chromosome	3527670	3528212	-	543	1695
PA3144	refseq|NC_002516.2|chromosome	3528231	3528350	-	120	652
PA3145	refseq|NC_002516.2|chromosome	3528428	3529447	-	1020	1830
PA3146	refseq|NC_002516.2|chromosome	3529508	3530458	-	951	2287
PA3147	refseq|NC_002516.2|chromosome	3530467	3531708	-	1242	5837
PA3148	refseq|NC_002516.2|chromosome	3531751	3532815	-	1065	4931
PA3149	refseq|NC_002516.2|chromosome	3532812	3533933	-	1122	3437
PA3150	refseq|NC_002516.2|chromosome	3533948	3535081	-	1134	5303
PA3151	refseq|NC_002516.2|chromosome	3535216	3535971	-	756	1684
PA3152	refseq|NC_002516.2|chromosome	3535971	3536579	-	609	1145
PA3153	refseq|NC_002516.2|chromosome	3536576	3537811	-	1236	1175
PA3154	refseq|NC_002516.2|chromosome	3537808	3539124	-	1317	1906
PA3155	refseq|NC_002516.2|chromosome	3539128	3540207	-	1080	7925
PA3156	refseq|NC_002516.2|chromosome	3540210	3540785	-	576	6047
PA3157	refseq|NC_002516.2|chromosome	3540782	3542671	-	1890	6654
PA3158	refseq|NC_002516.2|chromosome	3542740	3543690	-	951	7801
PA3159	refseq|NC_002516.2|chromosome	3543764	3545074	-	1311	24558
PA3160	refseq|NC_002516.2|chromosome	3545881	3546927	-	1047	17522
PA3161	refseq|NC_002516.2|chromosome	3547689	3547973	-	285	16262
PA3162	refseq|NC_002516.2|chromosome	3548110	3549789	-	1680	28862
PA3163	refseq|NC_002516.2|chromosome	3550057	3550746	-	690	3245
PA3165	refseq|NC_002516.2|chromosome	3552979	3554088	-	1110	1430
PA3166	refseq|NC_002516.2|chromosome	3554157	3555254	-	1098	1940
PA3167	refseq|NC_002516.2|chromosome	3555254	3556339	-	1086	3630
PA3168	refseq|NC_002516.2|chromosome	3556427	3559198	-	2772	13002
PA3169	refseq|NC_002516.2|chromosome	3559435	3560511	-	1077	922
PA3170	refseq|NC_002516.2|chromosome	3560621	3561955	+	1335	3478
PA3171	refseq|NC_002516.2|chromosome	3562106	3562804	+	699	2634
PA3172	refseq|NC_002516.2|chromosome	3562801	3563481	+	681	1947
PA3173	refseq|NC_002516.2|chromosome	3563546	3564286	+	741	1624
PA3174	refseq|NC_002516.2|chromosome	3564445	3565173	+	729	314
PA3175	refseq|NC_002516.2|chromosome	3565189	3566124	+	936	253
PA3176	refseq|NC_002516.2|chromosome	3566163	3567377	+	1215	314
PA3177	refseq|NC_002516.2|chromosome	3567606	3568529	+	924	905
PA3178	refseq|NC_002516.2|chromosome	3568636	3569013	-	378	263
PA3179	refseq|NC_002516.2|chromosome	3569106	3570266	-	1161	1660
PA3180	refseq|NC_002516.2|chromosome	3570414	3570851	+	438	902
PA3181	refseq|NC_002516.2|chromosome	3570941	3571603	-	663	890
PA3182	refseq|NC_002516.2|chromosome	3571621	3572337	-	717	489
PA3183	refseq|NC_002516.2|chromosome	3572324	3573793	-	1470	1535
PA3184	refseq|NC_002516.2|chromosome	3573980	3574837	+	858	2137
PA3185	refseq|NC_002516.2|chromosome	3574846	3575697	-	852	1528
PA3186	refseq|NC_002516.2|chromosome	3575912	3577276	-	1365	1968
PA3187	refseq|NC_002516.2|chromosome	3577320	3578480	-	1161	808
PA3188	refseq|NC_002516.2|chromosome	3578513	3579358	-	846	428
PA3189	refseq|NC_002516.2|chromosome	3579351	3580283	-	933	561
PA3190	refseq|NC_002516.2|chromosome	3580384	3581646	-	1263	1845
PA3191	refseq|NC_002516.2|chromosome	3582171	3583592	-	1422	1821
PA3192	refseq|NC_002516.2|chromosome	3583616	3584344	-	729	571
PA3193	refseq|NC_002516.2|chromosome	3584379	3585374	-	996	1281
PA3194	refseq|NC_002516.2|chromosome	3585477	3587303	-	1827	2470
PA3195	refseq|NC_002516.2|chromosome	3587433	3588437	+	1005	1967
PA3196	refseq|NC_002516.2|chromosome	3588741	3589271	-	531	655
PA3197	refseq|NC_002516.2|chromosome	3589352	3590350	-	999	848
PA3198	refseq|NC_002516.2|chromosome	3590490	3591242	-	753	589
PA3199	refseq|NC_002516.2|chromosome	3591415	3592044	-	630	1424
PA3200	refseq|NC_002516.2|chromosome	3592041	3592928	-	888	2061
PA3201	refseq|NC_002516.2|chromosome	3593144	3593731	+	588	5048
PA3202	refseq|NC_002516.2|chromosome	3593733	3594032	+	300	1193
PA3203	refseq|NC_002516.2|chromosome	3594208	3594570	+	363	1201
PA3204	refseq|NC_002516.2|chromosome	3594581	3595258	+	678	983
PA3205	refseq|NC_002516.2|chromosome	3595387	3595827	+	441	848
PA3206	refseq|NC_002516.2|chromosome	3595942	3597279	+	1338	661
PA3207	refseq|NC_002516.2|chromosome	3597319	3597798	+	480	338
PA3208	refseq|NC_002516.2|chromosome	3597779	3598339	-	561	782
PA3209	refseq|NC_002516.2|chromosome	3598404	3598775	-	372	110
PA3210	refseq|NC_002516.2|chromosome	3598933	3600387	+	1455	914
PA3211	refseq|NC_002516.2|chromosome	3600454	3601599	+	1146	1234
PA3212	refseq|NC_002516.2|chromosome	3601596	3602390	+	795	373
PA3213	refseq|NC_002516.2|chromosome	3602392	3603330	+	939	805
PA3214	refseq|NC_002516.2|chromosome	3603327	3603971	+	645	747
PA3215	refseq|NC_002516.2|chromosome	3603994	3605007	-	1014	2570
PA3216	refseq|NC_002516.2|chromosome	3605150	3605467	+	318	742
PA3217	refseq|NC_002516.2|chromosome	3605684	3607075	+	1392	2678
PA3218	refseq|NC_002516.2|chromosome	3607617	3608090	+	474	72
PA3219	refseq|NC_002516.2|chromosome	3608117	3608929	-	813	138
PA3220	refseq|NC_002516.2|chromosome	3609076	3609840	+	765	501
PA3221	refseq|NC_002516.2|chromosome	3609905	3610240	+	336	359
PA3222	refseq|NC_002516.2|chromosome	3610250	3611149	+	900	265
PA3223	refseq|NC_002516.2|chromosome	3611254	3611895	-	642	217
PA3224	refseq|NC_002516.2|chromosome	3612042	3612359	-	318	2322
PA3225	refseq|NC_002516.2|chromosome	3612559	3613488	+	930	3668
PA3226	refseq|NC_002516.2|chromosome	3613495	3614322	+	828	1182
PA3227	refseq|NC_002516.2|chromosome	3614304	3614867	+	564	2323
PA3228	refseq|NC_002516.2|chromosome	3614930	3616762	+	1833	1570
PA3229	refseq|NC_002516.2|chromosome	3617044	3617310	+	267	306
PA3230	refseq|NC_002516.2|chromosome	3617343	3618467	-	1125	484
PA3231	refseq|NC_002516.2|chromosome	3618726	3618884	-	159	229
PA3232	refseq|NC_002516.2|chromosome	3618993	3619619	-	627	643
PA3233	refseq|NC_002516.2|chromosome	3619616	3621415	-	1800	958
PA3234	refseq|NC_002516.2|chromosome	3621505	3623160	-	1656	3909
PA3235	refseq|NC_002516.2|chromosome	3623157	3623468	-	312	1613
PA3236	refseq|NC_002516.2|chromosome	3623686	3624543	-	858	1234
PA3237	refseq|NC_002516.2|chromosome	3624837	3625058	+	222	2278
PA3238	refseq|NC_002516.2|chromosome	3625201	3626562	+	1362	4402
PA3239	refseq|NC_002516.2|chromosome	3626566	3627369	+	804	1732
PA3240	refseq|NC_002516.2|chromosome	3627509	3628366	+	858	814
PA3241	refseq|NC_002516.2|chromosome	3628430	3629599	-	1170	1183
PA3242	refseq|NC_002516.2|chromosome	3629667	3630605	-	939	627
PA3243	refseq|NC_002516.2|chromosome	3630765	3631556	+	792	3176
PA3244	refseq|NC_002516.2|chromosome	3631618	3632433	+	816	16663
PA3245	refseq|NC_002516.2|chromosome	3632430	3632684	+	255	3305
PA3246	refseq|NC_002516.2|chromosome	3632788	3633423	+	636	345
PA3247	refseq|NC_002516.2|chromosome	3633592	3634881	+	1290	2632
PA3248	refseq|NC_002516.2|chromosome	3634924	3635589	-	666	1016
PA3249	refseq|NC_002516.2|chromosome	3635541	3636257	-	717	368
PA3250	refseq|NC_002516.2|chromosome	3636621	3637679	+	1059	1980
PA3251	refseq|NC_002516.2|chromosome	3637734	3638543	+	810	276
PA3252	refseq|NC_002516.2|chromosome	3638540	3639379	+	840	199
PA3253	refseq|NC_002516.2|chromosome	3639366	3640163	+	798	227
PA3254	refseq|NC_002516.2|chromosome	3640166	3641161	+	996	589
PA3255	refseq|NC_002516.2|chromosome	3641233	3641811	+	579	762
PA3256	refseq|NC_002516.2|chromosome	3641872	3642834	-	963	2868
PA3257	refseq|NC_002516.2|chromosome	3642931	3645060	+	2130	13610
PA3258	refseq|NC_002516.2|chromosome	3645099	3646904	+	1806	1493
PA3259	refseq|NC_002516.2|chromosome	3646918	3647397	-	480	1248
PA3259.1	refseq|NC_002516.2|chromosome	3647399	3647746	-	348	1557
PA3260	refseq|NC_002516.2|chromosome	3647755	3648066	-	312	2168
PA3261	refseq|NC_002516.2|chromosome	3648170	3648916	+	747	4024
PA3262	refseq|NC_002516.2|chromosome	3649705	3650466	-	762	7656
PA3262.1	refseq|NC_002516.2|chromosome	3650722	3650798	-	77	495
PA3262.2	refseq|NC_002516.2|chromosome	3650815	3650890	-	76	9
PA3263	refseq|NC_002516.2|chromosome	3651056	3651976	+	921	1274
PA3264	refseq|NC_002516.2|chromosome	3652063	3652998	+	936	788
PA3265	refseq|NC_002516.2|chromosome	3653138	3653452	+	315	288
PA3266	refseq|NC_002516.2|chromosome	3653667	3653876	+	210	4349
PA3267	refseq|NC_002516.2|chromosome	3653937	3655811	-	1875	2642
PA3268	refseq|NC_002516.2|chromosome	3655986	3658151	-	2166	1024
PA3269	refseq|NC_002516.2|chromosome	3658248	3659102	-	855	902
PA3270	refseq|NC_002516.2|chromosome	3659169	3659756	-	588	2579
PA3271	refseq|NC_002516.2|chromosome	3660022	3663501	+	3480	3109
PA3272	refseq|NC_002516.2|chromosome	3663509	3667855	-	4347	2703
PA3273	refseq|NC_002516.2|chromosome	3667924	3668523	-	600	136
PA3274	refseq|NC_002516.2|chromosome	3668474	3668761	+	288	66
PA3275	refseq|NC_002516.2|chromosome	3668840	3669169	-	330	72
PA3276	refseq|NC_002516.2|chromosome	3669166	3669588	-	423	191
PA3277	refseq|NC_002516.2|chromosome	3669821	3670633	-	813	721
PA3278	refseq|NC_002516.2|chromosome	3670759	3671058	-	300	426
PA3279	refseq|NC_002516.2|chromosome	3671227	3672549	-	1323	221
PA3280	refseq|NC_002516.2|chromosome	3673008	3674324	-	1317	516
PA3281	refseq|NC_002516.2|chromosome	3674570	3675160	-	591	521
PA3282	refseq|NC_002516.2|chromosome	3675163	3675897	-	735	157
PA3283	refseq|NC_002516.2|chromosome	3675894	3676748	-	855	151
PA3284	refseq|NC_002516.2|chromosome	3676767	3677081	-	315	84
PA3285	refseq|NC_002516.2|chromosome	3677720	3678331	-	612	1515
PA3286	refseq|NC_002516.2|chromosome	3678334	3679386	-	1053	5952
PA3287	refseq|NC_002516.2|chromosome	3679946	3680461	+	516	494
PA3288	refseq|NC_002516.2|chromosome	3680465	3680968	-	504	758
PA3289	refseq|NC_002516.2|chromosome	3681048	3681461	+	414	506
PA3290	refseq|NC_002516.2|chromosome	3681500	3684148	-	2649	3077
PA3291	refseq|NC_002516.2|chromosome	3684163	3684717	-	555	244
PA3292	refseq|NC_002516.2|chromosome	3684905	3685762	-	858	213
PA3293	refseq|NC_002516.2|chromosome	3685759	3686574	-	816	160
PA3294	refseq|NC_002516.2|chromosome	3686584	3688650	-	2067	110
PA3295	refseq|NC_002516.2|chromosome	3688879	3689316	-	438	1390
PA3296	refseq|NC_002516.2|chromosome	3689521	3690951	+	1431	195
PA3297	refseq|NC_002516.2|chromosome	3691024	3695004	-	3981	2144
PA3298	refseq|NC_002516.2|chromosome	3695179	3695481	-	303	67
PA3299	refseq|NC_002516.2|chromosome	3695511	3697199	-	1689	7633
PA3300	refseq|NC_002516.2|chromosome	3697434	3699122	-	1689	4137
PA3301	refseq|NC_002516.2|chromosome	3699369	3700319	+	951	2942
PA3302	refseq|NC_002516.2|chromosome	3700316	3700786	+	471	4371
PA3303	refseq|NC_002516.2|chromosome	3700937	3702112	+	1176	636
PA3304	refseq|NC_002516.2|chromosome	3702093	3702950	-	858	562
PA3304.1	refseq|NC_002516.2|chromosome	3703022	3703156	-	135	60
PA3305	refseq|NC_002516.2|chromosome	3703167	3705161	-	1995	1124
PA3305.1	refseq|NC_002516.2|chromosome	3705309	3705521	-	213	1225
PA3306	refseq|NC_002516.2|chromosome	3705890	3706492	-	603	1727
PA3307	refseq|NC_002516.2|chromosome	3706546	3706854	-	309	985
PA3308	refseq|NC_002516.2|chromosome	3707090	3709942	+	2853	1444
PA3309	refseq|NC_002516.2|chromosome	3710225	3710680	+	456	2690
PA3310	refseq|NC_002516.2|chromosome	3710749	3712404	-	1656	1747
PA3311	refseq|NC_002516.2|chromosome	3712560	3714911	+	2352	1198
PA3312	refseq|NC_002516.2|chromosome	3714915	3715805	-	891	510
PA3313	refseq|NC_002516.2|chromosome	3715804	3716811	+	1008	798
PA3314	refseq|NC_002516.2|chromosome	3716808	3717611	+	804	266
PA3315	refseq|NC_002516.2|chromosome	3717605	3718438	+	834	203
PA3316	refseq|NC_002516.2|chromosome	3718435	3719205	+	771	424
PA3317	refseq|NC_002516.2|chromosome	3719329	3720057	+	729	363
PA3318	refseq|NC_002516.2|chromosome	3720123	3720623	+	501	92
PA3319	refseq|NC_002516.2|chromosome	3720681	3722759	-	2079	893
PA3320	refseq|NC_002516.2|chromosome	3722990	3723445	-	456	142
PA3321	refseq|NC_002516.2|chromosome	3723534	3724448	+	915	1631
PA3322	refseq|NC_002516.2|chromosome	3724456	3725154	-	699	793
PA3323	refseq|NC_002516.2|chromosome	3725580	3726455	+	876	795
PA3324	refseq|NC_002516.2|chromosome	3726452	3728230	+	1779	1096
PA3325	refseq|NC_002516.2|chromosome	3728240	3729127	+	888	713
PA3326	refseq|NC_002516.2|chromosome	3729471	3730076	-	606	4329
PA3327	refseq|NC_002516.2|chromosome	3730557	3737615	+	7059	1830
PA3328	refseq|NC_002516.2|chromosome	3737612	3738778	+	1167	158
PA3329	refseq|NC_002516.2|chromosome	3738775	3740103	+	1329	283
PA3330	refseq|NC_002516.2|chromosome	3740105	3741019	+	915	240
PA3331	refseq|NC_002516.2|chromosome	3741012	3742268	+	1257	389
PA3332	refseq|NC_002516.2|chromosome	3742265	3742690	+	426	87
PA3333	refseq|NC_002516.2|chromosome	3742694	3743686	+	993	230
PA3334	refseq|NC_002516.2|chromosome	3743700	3743939	+	240	104
PA3335	refseq|NC_002516.2|chromosome	3744057	3744809	+	753	275
PA3336	refseq|NC_002516.2|chromosome	3744901	3746067	+	1167	211
PA3337	refseq|NC_002516.2|chromosome	3746078	3747076	-	999	448
PA3338	refseq|NC_002516.2|chromosome	3747166	3747456	-	291	535
PA3339	refseq|NC_002516.2|chromosome	3747525	3749711	+	2187	610
PA3340	refseq|NC_002516.2|chromosome	3749719	3751767	-	2049	2240
PA3341	refseq|NC_002516.2|chromosome	3752044	3752478	-	435	5775
PA3342	refseq|NC_002516.2|chromosome	3752596	3753612	-	1017	4889
PA3343	refseq|NC_002516.2|chromosome	3753763	3754932	-	1170	2168
PA3344	refseq|NC_002516.2|chromosome	3755021	3757159	-	2139	4074
PA3345	refseq|NC_002516.2|chromosome	3757243	3757593	-	351	524
PA3346	refseq|NC_002516.2|chromosome	3757659	3759374	-	1716	5478
PA3347	refseq|NC_002516.2|chromosome	3759376	3759681	-	306	3477
PA3348	refseq|NC_002516.2|chromosome	3759996	3760820	-	825	6043
PA3349	refseq|NC_002516.2|chromosome	3760897	3761829	-	933	19099
PA3350	refseq|NC_002516.2|chromosome	3761961	3762659	+	699	1376
PA3351	refseq|NC_002516.2|chromosome	3762804	3763127	+	324	6821
PA3352	refseq|NC_002516.2|chromosome	3763182	3763652	+	471	3353
PA3353	refseq|NC_002516.2|chromosome	3763723	3764472	+	750	3186
PA3354	refseq|NC_002516.2|chromosome	3764476	3765087	-	612	1034
PA3355	refseq|NC_002516.2|chromosome	3765129	3766433	-	1305	2128
PA3356	refseq|NC_002516.2|chromosome	3766617	3767858	-	1242	10203
PA3357	refseq|NC_002516.2|chromosome	3768184	3769530	+	1347	1151
PA3358	refseq|NC_002516.2|chromosome	3769587	3770465	+	879	153
PA3359	refseq|NC_002516.2|chromosome	3770470	3771480	-	1011	219
PA3360	refseq|NC_002516.2|chromosome	3771503	3772561	-	1059	354
PA3361	refseq|NC_002516.2|chromosome	3773029	3773376	+	348	1304
PA3362	refseq|NC_002516.2|chromosome	3773430	3773948	-	519	602
PA3363	refseq|NC_002516.2|chromosome	3773991	3774581	-	591	2597
PA3364	refseq|NC_002516.2|chromosome	3774578	3775735	-	1158	3785
PA3365	refseq|NC_002516.2|chromosome	3775761	3776876	-	1116	6444
PA3366	refseq|NC_002516.2|chromosome	3776959	3777999	-	1041	25276
PA3366.1	refseq|NC_002516.2|chromosome	3778034	3778133	-	100	301
PA3367	refseq|NC_002516.2|chromosome	3778266	3778604	+	339	86
PA3368.1	refseq|NC_002516.2|chromosome	3778654	3778730	-	77	30
PA3368	refseq|NC_002516.2|chromosome	3778704	3779369	+	666	342
PA3369	refseq|NC_002516.2|chromosome	3779562	3779840	+	279	1270
PA3370	refseq|NC_002516.2|chromosome	3779930	3780076	+	147	314
PA3371	refseq|NC_002516.2|chromosome	3780128	3780313	+	186	115
PA3372	refseq|NC_002516.2|chromosome	3780362	3781132	-	771	753
PA3373	refseq|NC_002516.2|chromosome	3781123	3781680	-	558	362
PA3374	refseq|NC_002516.2|chromosome	3781680	3782843	-	1164	427
PA3375	refseq|NC_002516.2|chromosome	3782833	3783549	-	717	70
PA3376	refseq|NC_002516.2|chromosome	3783599	3784414	-	816	121
PA3377	refseq|NC_002516.2|chromosome	3784411	3785295	-	885	99
PA3378	refseq|NC_002516.2|chromosome	3785292	3786392	-	1101	143
PA3379	refseq|NC_002516.2|chromosome	3786392	3787021	-	630	68
PA3380	refseq|NC_002516.2|chromosome	3787021	3787479	-	459	32
PA3381	refseq|NC_002516.2|chromosome	3787489	3788211	-	723	64
PA3382	refseq|NC_002516.2|chromosome	3788232	3789026	-	795	56
PA3383	refseq|NC_002516.2|chromosome	3789093	3790097	-	1005	143
PA3384	refseq|NC_002516.2|chromosome	3790150	3790986	-	837	294
PA3385	refseq|NC_002516.2|chromosome	3791347	3791673	+	327	21054
PA3386	refseq|NC_002516.2|chromosome	3791827	3792192	+	366	1234
PA3387	refseq|NC_002516.2|chromosome	3792290	3793060	+	771	789
PA3388	refseq|NC_002516.2|chromosome	3793113	3793808	+	696	418
PA3390	refseq|NC_002516.2|chromosome	3793815	3794117	-	303	179
PA3389	refseq|NC_002516.2|chromosome	3794178	3794591	+	414	161
PA3391	refseq|NC_002516.2|chromosome	3794819	3796966	+	2148	290
PA3392	refseq|NC_002516.2|chromosome	3797009	3798919	+	1911	320
PA3393	refseq|NC_002516.2|chromosome	3798916	3800202	+	1287	246
PA3394	refseq|NC_002516.2|chromosome	3800199	3801113	+	915	84
PA3395	refseq|NC_002516.2|chromosome	3801104	3801931	+	828	19
PA3396	refseq|NC_002516.2|chromosome	3801948	3802484	+	537	34
PA3397	refseq|NC_002516.2|chromosome	3802567	3803343	-	777	1248
PA3398	refseq|NC_002516.2|chromosome	3803617	3804543	+	927	2275
PA3399	refseq|NC_002516.2|chromosome	3804545	3804886	-	342	1178
PA3400	refseq|NC_002516.2|chromosome	3804940	3806073	-	1134	456
PA3401	refseq|NC_002516.2|chromosome	3806070	3807242	-	1173	700
PA3402	refseq|NC_002516.2|chromosome	3807246	3808217	-	972	646
PA3403	refseq|NC_002516.2|chromosome	3808318	3808803	-	486	266
PA3404	refseq|NC_002516.2|chromosome	3809258	3810613	-	1356	278
PA3405	refseq|NC_002516.2|chromosome	3810610	3811941	-	1332	57
PA3406	refseq|NC_002516.2|chromosome	3811938	3813740	-	1803	116
PA3407	refseq|NC_002516.2|chromosome	3813958	3814575	-	618	519
PA3408	refseq|NC_002516.2|chromosome	3814661	3817336	-	2676	582
PA3409	refseq|NC_002516.2|chromosome	3817546	3818532	-	987	786
PA3410	refseq|NC_002516.2|chromosome	3818597	3819112	-	516	847
PA3411	refseq|NC_002516.2|chromosome	3819189	3819407	-	219	52
PA3412	refseq|NC_002516.2|chromosome	3819527	3819796	-	270	202
PA3413	refseq|NC_002516.2|chromosome	3820006	3820272	+	267	1582
PA3414	refseq|NC_002516.2|chromosome	3820308	3820892	+	585	2630
PA3415	refseq|NC_002516.2|chromosome	3821385	3822497	-	1113	3987
PA3416	refseq|NC_002516.2|chromosome	3822515	3823516	-	1002	3853
PA3417	refseq|NC_002516.2|chromosome	3823509	3824606	-	1098	7283
PA3418	refseq|NC_002516.2|chromosome	3824748	3825773	-	1026	5901
PA3419	refseq|NC_002516.2|chromosome	3826019	3826831	+	813	1413
PA3420	refseq|NC_002516.2|chromosome	3826838	3829321	-	2484	558
PA3421	refseq|NC_002516.2|chromosome	3829471	3830841	-	1371	361
PA3422	refseq|NC_002516.2|chromosome	3830898	3832655	-	1758	704
PA3423	refseq|NC_002516.2|chromosome	3832940	3833683	+	744	748
PA3424	refseq|NC_002516.2|chromosome	3833774	3835180	+	1407	626
PA3425	refseq|NC_002516.2|chromosome	3835215	3835559	+	345	298
PA3426	refseq|NC_002516.2|chromosome	3835579	3836349	-	771	978
PA3427	refseq|NC_002516.2|chromosome	3836466	3837377	-	912	991
PA3428	refseq|NC_002516.2|chromosome	3837493	3837786	-	294	62
PA3429	refseq|NC_002516.2|chromosome	3837885	3838781	-	897	287
PA3430	refseq|NC_002516.2|chromosome	3838778	3839557	-	780	721
PA3431	refseq|NC_002516.2|chromosome	3839686	3840372	-	687	245
PA3432	refseq|NC_002516.2|chromosome	3840359	3840748	-	390	195
PA3433	refseq|NC_002516.2|chromosome	3840844	3841737	+	894	697
PA3434	refseq|NC_002516.2|chromosome	3842274	3843290	-	1017	27
PA3435	refseq|NC_002516.2|chromosome	3843653	3844105	-	453	1789
PA3436	refseq|NC_002516.2|chromosome	3844385	3844942	+	558	245
PA3437	refseq|NC_002516.2|chromosome	3845053	3845757	+	705	1277
PA3438	refseq|NC_002516.2|chromosome	3845775	3846335	+	561	1233
PA3439	refseq|NC_002516.2|chromosome	3846337	3846708	+	372	1259
PA3440	refseq|NC_002516.2|chromosome	3846837	3847148	+	312	3592
