# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "--countReadPairs" "-s" "0" "-a" "PAO1_2/data/reference/Pseudomonas_aeruginosa_PAO1_107.gff" "-o" "PAO1_2/results/counts/SRR14995084_counts.txt" "-t" "gene" "-g" "Alias" "PAO1_2/data/aligned/SRR14995084.bam" 
Geneid	Chr	Start	End	Strand	Length	PAO1_2/data/aligned/SRR14995084.bam
PA2539	refseq|NC_002516.2|chromosome	2866193	2867506	-	1314	177
PA2540	refseq|NC_002516.2|chromosome	2867542	2869302	-	1761	878
PA2541	refseq|NC_002516.2|chromosome	2869392	2870027	-	636	1136
PA2542	refseq|NC_002516.2|chromosome	2870162	2873827	-	3666	2011
PA2543	refseq|NC_002516.2|chromosome	2873824	2875563	-	1740	1607
PA2544	refseq|NC_002516.2|chromosome	2875697	2876410	-	714	1927
PA2545	refseq|NC_002516.2|chromosome	2876555	2877367	+	813	1641
PA2546	refseq|NC_002516.2|chromosome	2877477	2877908	-	432	299
PA2547	refseq|NC_002516.2|chromosome	2877999	2878916	+	918	906
PA2548	refseq|NC_002516.2|chromosome	2878976	2880370	+	1395	425
PA2549	refseq|NC_002516.2|chromosome	2880520	2881563	+	1044	1194
PA2550	refseq|NC_002516.2|chromosome	2881754	2882983	-	1230	838
PA2551	refseq|NC_002516.2|chromosome	2883157	2884089	+	933	4255
PA2552	refseq|NC_002516.2|chromosome	2884206	2885333	-	1128	4271
PA2553	refseq|NC_002516.2|chromosome	2885362	2886552	-	1191	5629
PA2554	refseq|NC_002516.2|chromosome	2886570	2887337	-	768	2110
PA2555	refseq|NC_002516.2|chromosome	2887357	2889024	-	1668	2337
PA2556	refseq|NC_002516.2|chromosome	2889202	2890287	-	1086	1743
PA2557	refseq|NC_002516.2|chromosome	2890356	2892050	-	1695	6663
PA2558	refseq|NC_002516.2|chromosome	2892271	2892963	+	693	1056
PA2559	refseq|NC_002516.2|chromosome	2893286	2893828	-	543	2510
PA2559.1	refseq|NC_002516.2|chromosome	2894147	2894377	+	231	258
PA2560	refseq|NC_002516.2|chromosome	2894452	2894739	-	288	994
PA2561	refseq|NC_002516.2|chromosome	2894908	2896614	+	1707	1397
PA2562	refseq|NC_002516.2|chromosome	2896741	2897253	-	513	8767
PA2563	refseq|NC_002516.2|chromosome	2897610	2899097	+	1488	1004
PA2564	refseq|NC_002516.2|chromosome	2899107	2899934	-	828	1967
PA2565	refseq|NC_002516.2|chromosome	2899924	2900349	-	426	396
PA2566	refseq|NC_002516.2|chromosome	2900372	2901559	-	1188	2682
PA2566.1	refseq|NC_002516.2|chromosome	2902048	2902155	+	108	155
PA2567	refseq|NC_002516.2|chromosome	2902218	2903981	+	1764	2573
PA2568	refseq|NC_002516.2|chromosome	2904040	2904447	-	408	1159
PA2569	refseq|NC_002516.2|chromosome	2904566	2904907	-	342	315
PA2570	refseq|NC_002516.2|chromosome	2905182	2905550	-	369	336
PA2570.1	refseq|NC_002516.2|chromosome	2905965	2906051	-	87	1033
PA2571	refseq|NC_002516.2|chromosome	2906166	2907578	-	1413	1651
PA2572	refseq|NC_002516.2|chromosome	2907656	2908999	+	1344	4185
PA2573	refseq|NC_002516.2|chromosome	2909010	2910617	-	1608	4512
PA2574	refseq|NC_002516.2|chromosome	2910729	2911877	-	1149	1340
PA2575	refseq|NC_002516.2|chromosome	2912225	2912827	+	603	3593
PA2576	refseq|NC_002516.2|chromosome	2912890	2913789	-	900	342
PA2577	refseq|NC_002516.2|chromosome	2913922	2914359	+	438	1448
PA2578	refseq|NC_002516.2|chromosome	2914374	2914934	+	561	620
PA2579	refseq|NC_002516.2|chromosome	2914966	2915832	-	867	2857
PA2580	refseq|NC_002516.2|chromosome	2916158	2916748	-	591	1626
PA2581	refseq|NC_002516.2|chromosome	2917172	2918212	+	1041	2299
PA2581.1	refseq|NC_002516.2|chromosome	2918603	2918676	-	74	1875
PA2582	refseq|NC_002516.2|chromosome	2918967	2919500	-	534	4553
PA2583	refseq|NC_002516.2|chromosome	2919591	2922569	-	2979	3077
PA2583.1	refseq|NC_002516.2|chromosome	2923222	2923297	-	76	53
PA2584	refseq|NC_002516.2|chromosome	2923367	2923927	-	561	1379
PA2585	refseq|NC_002516.2|chromosome	2923961	2925787	-	1827	4351
PA2586	refseq|NC_002516.2|chromosome	2925788	2926432	-	645	8190
PA2587	refseq|NC_002516.2|chromosome	2926773	2927921	-	1149	2844
PA2588	refseq|NC_002516.2|chromosome	2928539	2929567	+	1029	2566
PA2589	refseq|NC_002516.2|chromosome	2929583	2930797	-	1215	758
PA2590	refseq|NC_002516.2|chromosome	2930808	2933462	-	2655	1702
PA2591	refseq|NC_002516.2|chromosome	2933582	2934388	-	807	6195
PA2592	refseq|NC_002516.2|chromosome	2934541	2935644	+	1104	3804
PA2593	refseq|NC_002516.2|chromosome	2935851	2936423	+	573	449
PA2594	refseq|NC_002516.2|chromosome	2936490	2937449	-	960	797
PA2595	refseq|NC_002516.2|chromosome	2937585	2938541	-	957	502
PA2596	refseq|NC_002516.2|chromosome	2938553	2939539	-	987	258
PA2597	refseq|NC_002516.2|chromosome	2939646	2940797	-	1152	314
PA2598	refseq|NC_002516.2|chromosome	2940802	2941884	-	1083	233
PA2599	refseq|NC_002516.2|chromosome	2941894	2942838	-	945	381
PA2600	refseq|NC_002516.2|chromosome	2942848	2943915	-	1068	340
PA2601	refseq|NC_002516.2|chromosome	2944255	2945151	-	897	1256
PA2602	refseq|NC_002516.2|chromosome	2945264	2945869	+	606	204
PA2603	refseq|NC_002516.2|chromosome	2945866	2947449	+	1584	662
PA2603.1	refseq|NC_002516.2|chromosome	2947583	2947672	-	90	132
PA2604	refseq|NC_002516.2|chromosome	2947803	2948471	+	669	55783
PA2605	refseq|NC_002516.2|chromosome	2948582	2948977	+	396	1529
PA2606	refseq|NC_002516.2|chromosome	2948974	2949333	+	360	786
PA2607	refseq|NC_002516.2|chromosome	2949333	2949638	+	306	517
PA2608	refseq|NC_002516.2|chromosome	2949635	2949970	+	336	644
PA2609	refseq|NC_002516.2|chromosome	2949967	2950950	+	984	1345
PA2610	refseq|NC_002516.2|chromosome	2951038	2952012	+	975	1084
PA2611	refseq|NC_002516.2|chromosome	2952017	2953414	-	1398	4371
PA2612	refseq|NC_002516.2|chromosome	2953416	2954696	-	1281	10191
PA2613	refseq|NC_002516.2|chromosome	2954818	2956143	-	1326	4553
PA2614	refseq|NC_002516.2|chromosome	2956153	2956779	-	627	2960
PA2615	refseq|NC_002516.2|chromosome	2956805	2959240	-	2436	9065
PA2616	refseq|NC_002516.2|chromosome	2959468	2960418	+	951	13279
PA2617	refseq|NC_002516.2|chromosome	2960456	2961136	+	681	1136
PA2618	refseq|NC_002516.2|chromosome	2961191	2961898	+	708	2788
PA2619	refseq|NC_002516.2|chromosome	2962003	2962221	+	219	3008
PA2620	refseq|NC_002516.2|chromosome	2962303	2964579	-	2277	39625
PA2621	refseq|NC_002516.2|chromosome	2964607	2964843	-	237	1318
PA2622	refseq|NC_002516.2|chromosome	2965201	2965473	+	273	8911
PA2623	refseq|NC_002516.2|chromosome	2965546	2966802	-	1257	118832
PA2624	refseq|NC_002516.2|chromosome	2967161	2969386	+	2226	11900
PA2625	refseq|NC_002516.2|chromosome	2969473	2969943	+	471	396
PA2626	refseq|NC_002516.2|chromosome	2969987	2971114	+	1128	2009
PA2627	refseq|NC_002516.2|chromosome	2971111	2971731	+	621	701
PA2628	refseq|NC_002516.2|chromosome	2971734	2972624	+	891	459
PA2629	refseq|NC_002516.2|chromosome	2972699	2974069	+	1371	2704
PA2630	refseq|NC_002516.2|chromosome	2974129	2975298	+	1170	481
PA2631	refseq|NC_002516.2|chromosome	2975291	2975716	+	426	1955
PA2632	refseq|NC_002516.2|chromosome	2975723	2976343	+	621	1871
PA2633	refseq|NC_002516.2|chromosome	2976340	2977161	+	822	2451
PA2634	refseq|NC_002516.2|chromosome	2977756	2979351	+	1596	19833
PA2635	refseq|NC_002516.2|chromosome	2979530	2981548	+	2019	1776
PA2636	refseq|NC_002516.2|chromosome	2981627	2982181	+	555	599
PA2637	refseq|NC_002516.2|chromosome	2982781	2983194	+	414	3545
PA2638	refseq|NC_002516.2|chromosome	2983205	2983882	+	678	9784
PA2639	refseq|NC_002516.2|chromosome	2983963	2985744	+	1782	12361
PA2640	refseq|NC_002516.2|chromosome	2985746	2986246	+	501	3406
PA2641	refseq|NC_002516.2|chromosome	2986243	2987589	+	1347	9875
PA2642	refseq|NC_002516.2|chromosome	2987721	2990438	+	2718	16532
PA2643	refseq|NC_002516.2|chromosome	2990435	2991430	+	996	4904
PA2644	refseq|NC_002516.2|chromosome	2991442	2991990	+	549	3000
PA2645	refseq|NC_002516.2|chromosome	2992002	2992502	+	501	1408
PA2646	refseq|NC_002516.2|chromosome	2992548	2992856	+	309	1665
PA2647	refseq|NC_002516.2|chromosome	2992853	2994700	+	1848	6359
PA2648	refseq|NC_002516.2|chromosome	2994728	2996257	+	1530	4822
PA2649	refseq|NC_002516.2|chromosome	2996265	2997725	+	1461	4203
PA2650	refseq|NC_002516.2|chromosome	2997840	2998649	+	810	217
PA2651	refseq|NC_002516.2|chromosome	2998856	2999914	-	1059	1023
PA2652	refseq|NC_002516.2|chromosome	3000074	3001759	-	1686	1044
PA2653	refseq|NC_002516.2|chromosome	3001873	3003198	-	1326	731
PA2654	refseq|NC_002516.2|chromosome	3003457	3005601	+	2145	2195
PA2655	refseq|NC_002516.2|chromosome	3005606	3005914	-	309	79
PA2656	refseq|NC_002516.2|chromosome	3006005	3007342	-	1338	635
PA2657	refseq|NC_002516.2|chromosome	3007339	3008010	-	672	1122
PA2658	refseq|NC_002516.2|chromosome	3008010	3008324	-	315	884
PA2659	refseq|NC_002516.2|chromosome	3008324	3008632	-	309	5192
PA2660	refseq|NC_002516.2|chromosome	3008847	3009929	+	1083	904
PA2661	refseq|NC_002516.2|chromosome	3009956	3010849	+	894	562
PA2662	refseq|NC_002516.2|chromosome	3011100	3012293	-	1194	562
PA2663	refseq|NC_002516.2|chromosome	3012280	3012537	-	258	65
PA2664	refseq|NC_002516.2|chromosome	3012592	3013773	-	1182	685
PA2665	refseq|NC_002516.2|chromosome	3013928	3015481	+	1554	4004
PA2666	refseq|NC_002516.2|chromosome	3015582	3015938	+	357	1011
PA2667	refseq|NC_002516.2|chromosome	3016246	3016599	+	354	6546
PA2668	refseq|NC_002516.2|chromosome	3016675	3016884	-	210	1144
PA2669	refseq|NC_002516.2|chromosome	3017234	3017818	-	585	541
PA2670	refseq|NC_002516.2|chromosome	3017818	3018804	-	987	341
PA2671	refseq|NC_002516.2|chromosome	3018848	3019927	-	1080	396
PA2672	refseq|NC_002516.2|chromosome	3019917	3020507	-	591	93
PA2673	refseq|NC_002516.2|chromosome	3020504	3020929	-	426	114
PA2674	refseq|NC_002516.2|chromosome	3020929	3021339	-	411	147
PA2675	refseq|NC_002516.2|chromosome	3021308	3021742	-	435	114
PA2676	refseq|NC_002516.2|chromosome	3021796	3022983	-	1188	139
PA2677	refseq|NC_002516.2|chromosome	3022988	3024715	-	1728	604
PA2678	refseq|NC_002516.2|chromosome	3024705	3025508	-	804	954
PA2679	refseq|NC_002516.2|chromosome	3026100	3026852	-	753	939
PA2680	refseq|NC_002516.2|chromosome	3027078	3028052	+	975	238
PA2681	refseq|NC_002516.2|chromosome	3028075	3029004	+	930	629
PA2682	refseq|NC_002516.2|chromosome	3029187	3030428	+	1242	1710
PA2683	refseq|NC_002516.2|chromosome	3030436	3031398	-	963	848
PA2683.1	refseq|NC_002516.2|chromosome	3031561	3031791	-	231	280
PA2684	refseq|NC_002516.2|chromosome	3031749	3035702	-	3954	866
PA2685	refseq|NC_002516.2|chromosome	3035752	3037932	-	2181	1962
PA2686	refseq|NC_002516.2|chromosome	3037886	3038803	+	918	3840
PA2687	refseq|NC_002516.2|chromosome	3038803	3040143	+	1341	2509
PA2688	refseq|NC_002516.2|chromosome	3040242	3042482	+	2241	1802
PA2689	refseq|NC_002516.2|chromosome	3042502	3043416	+	915	853
PA2690	refseq|NC_002516.2|chromosome	3043750	3044766	-	1017	10
PA2691	refseq|NC_002516.2|chromosome	3044947	3046152	-	1206	4091
PA2692	refseq|NC_002516.2|chromosome	3046421	3046945	+	525	1314
PA2693	refseq|NC_002516.2|chromosome	3047116	3047616	+	501	624
PA2694	refseq|NC_002516.2|chromosome	3047644	3047970	-	327	138
PA2695	refseq|NC_002516.2|chromosome	3048051	3049154	-	1104	616
PA2696	refseq|NC_002516.2|chromosome	3049268	3050161	-	894	745
PA2697	refseq|NC_002516.2|chromosome	3050331	3050612	-	282	52
PA2698	refseq|NC_002516.2|chromosome	3050669	3051349	-	681	660
PA2699	refseq|NC_002516.2|chromosome	3051957	3053795	+	1839	972
PA2700	refseq|NC_002516.2|chromosome	3053844	3055151	+	1308	449
PA2701	refseq|NC_002516.2|chromosome	3055154	3056743	+	1590	1338
PA2702	refseq|NC_002516.2|chromosome	3056890	3057366	+	477	581
PA2703	refseq|NC_002516.2|chromosome	3057376	3057609	+	234	96
PA2704	refseq|NC_002516.2|chromosome	3057902	3058921	-	1020	1950
PA2705	refseq|NC_002516.2|chromosome	3059035	3060216	-	1182	4606
PA2706	refseq|NC_002516.2|chromosome	3060265	3060660	-	396	1590
PA2707	refseq|NC_002516.2|chromosome	3060725	3061570	-	846	7482
PA2708	refseq|NC_002516.2|chromosome	3061733	3062818	-	1086	616
PA2709	refseq|NC_002516.2|chromosome	3062939	3063913	+	975	4555
PA2710	refseq|NC_002516.2|chromosome	3063972	3064586	+	615	725
PA2711	refseq|NC_002516.2|chromosome	3064785	3065876	+	1092	2657
PA2712	refseq|NC_002516.2|chromosome	3066296	3067159	+	864	783
PA2713	refseq|NC_002516.2|chromosome	3067207	3067686	-	480	939
PA2714	refseq|NC_002516.2|chromosome	3068040	3070349	+	2310	510
PA2715	refseq|NC_002516.2|chromosome	3070366	3070704	+	339	84
PA2716	refseq|NC_002516.2|chromosome	3070719	3071954	-	1236	314
PA2717	refseq|NC_002516.2|chromosome	3072081	3072911	-	831	795
PA2718	refseq|NC_002516.2|chromosome	3073144	3073632	+	489	1378
PA2719	refseq|NC_002516.2|chromosome	3073732	3074418	+	687	968
PA2720	refseq|NC_002516.2|chromosome	3074580	3075218	-	639	688
PA2721	refseq|NC_002516.2|chromosome	3075411	3075890	+	480	287
PA2722	refseq|NC_002516.2|chromosome	3075922	3076314	+	393	322
PA2723	refseq|NC_002516.2|chromosome	3076344	3076622	+	279	687
PA2724	refseq|NC_002516.2|chromosome	3076697	3077236	+	540	428
PA2725	refseq|NC_002516.2|chromosome	3077312	3079195	+	1884	1492
PA2726	refseq|NC_002516.2|chromosome	3079197	3079835	+	639	246
PA2727	refseq|NC_002516.2|chromosome	3079850	3083482	+	3633	407
PA2728	refseq|NC_002516.2|chromosome	3083485	3086145	+	2661	452
PA2729	refseq|NC_002516.2|chromosome	3086142	3087491	+	1350	212
PA2730	refseq|NC_002516.2|chromosome	3088660	3089613	-	954	1911
PA2731	refseq|NC_002516.2|chromosome	3089644	3090231	-	588	1175
PA2732	refseq|NC_002516.2|chromosome	3090221	3093661	-	3441	5671
PA2733	refseq|NC_002516.2|chromosome	3093658	3094185	-	528	931
PA2734	refseq|NC_002516.2|chromosome	3094757	3096052	-	1296	2536
PA2735	refseq|NC_002516.2|chromosome	3096130	3098508	-	2379	5314
PA2736	refseq|NC_002516.2|chromosome	3098626	3098979	-	354	1693
PA2736.1	refseq|NC_002516.2|chromosome	3099306	3099382	-	77	764
PA2737	refseq|NC_002516.2|chromosome	3099473	3099730	-	258	12505
PA2738	refseq|NC_002516.2|chromosome	3099810	3100112	-	303	31915
PA2739	refseq|NC_002516.2|chromosome	3100116	3102494	-	2379	5612
PA2740	refseq|NC_002516.2|chromosome	3102529	3103545	-	1017	2698
PA2741	refseq|NC_002516.2|chromosome	3103643	3103999	-	357	7884
PA2742	refseq|NC_002516.2|chromosome	3104023	3104217	-	195	6595
PA2743	refseq|NC_002516.2|chromosome	3104279	3104830	-	552	15215
PA2744	refseq|NC_002516.2|chromosome	3104830	3106752	-	1923	5049
PA2744.1	refseq|NC_002516.2|chromosome	3106919	3106994	-	76	176
PA2745	refseq|NC_002516.2|chromosome	3107002	3107865	-	864	636
PA2746	refseq|NC_002516.2|chromosome	3108057	3108383	+	327	1491
PA2747	refseq|NC_002516.2|chromosome	3108970	3109257	-	288	1226
PA2748	refseq|NC_002516.2|chromosome	3109743	3110525	-	783	1462
PA2749	refseq|NC_002516.2|chromosome	3110901	3111614	+	714	1078
PA2750	refseq|NC_002516.2|chromosome	3111633	3112151	+	519	463
PA2751	refseq|NC_002516.2|chromosome	3112878	3113777	+	900	754
PA2752	refseq|NC_002516.2|chromosome	3114240	3114683	-	444	183
PA2753	refseq|NC_002516.2|chromosome	3114819	3115193	+	375	351
PA2754	refseq|NC_002516.2|chromosome	3115304	3115633	+	330	788
PA2755	refseq|NC_002516.2|chromosome	3116654	3117124	+	471	633
PA2756	refseq|NC_002516.2|chromosome	3117177	3117611	-	435	1008
PA2757	refseq|NC_002516.2|chromosome	3117750	3118193	-	444	152
PA2758	refseq|NC_002516.2|chromosome	3118296	3119183	+	888	1348
PA2759	refseq|NC_002516.2|chromosome	3119394	3119708	-	315	597
PA2760	refseq|NC_002516.2|chromosome	3120073	3121350	+	1278	23025
PA2761	refseq|NC_002516.2|chromosome	3121462	3121878	+	417	648
PA2762	refseq|NC_002516.2|chromosome	3121921	3122265	-	345	825
PA2763	refseq|NC_002516.2|chromosome	3122377	3122586	-	210	704
PA2764	refseq|NC_002516.2|chromosome	3123599	3124294	+	696	1124
PA2765	refseq|NC_002516.2|chromosome	3124342	3125241	-	900	1172
PA2766	refseq|NC_002516.2|chromosome	3125583	3126164	-	582	420
PA2767	refseq|NC_002516.2|chromosome	3126252	3127220	+	969	343
PA2768	refseq|NC_002516.2|chromosome	3127226	3127708	+	483	68
PA2768.1	refseq|NC_002516.2|chromosome	3127797	3127925	+	129	4
PA2769	refseq|NC_002516.2|chromosome	3127860	3128270	-	411	223
PA2770	refseq|NC_002516.2|chromosome	3128292	3129071	-	780	1154
PA2770.1	refseq|NC_002516.2|chromosome	3129579	3129637	+	59	200
PA2771	refseq|NC_002516.2|chromosome	3129729	3130754	+	1026	858
PA2772	refseq|NC_002516.2|chromosome	3130761	3131159	-	399	277
PA2773	refseq|NC_002516.2|chromosome	3131509	3132030	-	522	216
PA2774	refseq|NC_002516.2|chromosome	3132229	3132816	-	588	227
PA2775	refseq|NC_002516.2|chromosome	3132821	3133258	-	438	251
PA2775.1	refseq|NC_002516.2|chromosome	3133449	3133525	-	77	45
PA2776	refseq|NC_002516.2|chromosome	3133710	3134993	+	1284	8148
PA2777	refseq|NC_002516.2|chromosome	3135044	3136000	-	957	1214
PA2778	refseq|NC_002516.2|chromosome	3136082	3136963	-	882	1095
PA2779	refseq|NC_002516.2|chromosome	3137044	3137442	-	399	4152
PA2780	refseq|NC_002516.2|chromosome	3137850	3138194	+	345	536
PA2781	refseq|NC_002516.2|chromosome	3138191	3138532	+	342	533
PA2782	refseq|NC_002516.2|chromosome	3139011	3139670	+	660	578
PA2783	refseq|NC_002516.2|chromosome	3139748	3141547	+	1800	311
PA2784	refseq|NC_002516.2|chromosome	3141719	3142276	+	558	275
PA2785	refseq|NC_002516.2|chromosome	3142285	3142503	+	219	55
PA2786	refseq|NC_002516.2|chromosome	3142618	3143085	+	468	181
PA2787	refseq|NC_002516.2|chromosome	3143152	3144390	+	1239	858
PA2788	refseq|NC_002516.2|chromosome	3144412	3146007	-	1596	2063
PA2789	refseq|NC_002516.2|chromosome	3146251	3147330	+	1080	197
PA2790	refseq|NC_002516.2|chromosome	3147765	3148250	+	486	402
PA2791	refseq|NC_002516.2|chromosome	3148339	3148629	-	291	188
PA2792	refseq|NC_002516.2|chromosome	3148723	3149319	-	597	363
PA2793	refseq|NC_002516.2|chromosome	3149400	3150434	-	1035	2129
PA2794	refseq|NC_002516.2|chromosome	3150886	3152202	-	1317	2746
PA2795	refseq|NC_002516.2|chromosome	3152504	3153502	+	999	1046
PA2796	refseq|NC_002516.2|chromosome	3153582	3154505	+	924	4381
PA2797	refseq|NC_002516.2|chromosome	3154593	3155075	-	483	4314
PA2798	refseq|NC_002516.2|chromosome	3155072	3156256	-	1185	4761
PA2799	refseq|NC_002516.2|chromosome	3156503	3156802	+	300	899
PA2800	refseq|NC_002516.2|chromosome	3156860	3157564	-	705	6821
PA2801	refseq|NC_002516.2|chromosome	3157667	3158071	+	405	449
PA2802	refseq|NC_002516.2|chromosome	3158073	3158792	-	720	1044
PA2803	refseq|NC_002516.2|chromosome	3158926	3159669	+	744	130
PA2804	refseq|NC_002516.2|chromosome	3159666	3160247	+	582	100
PA2805	refseq|NC_002516.2|chromosome	3160321	3160584	+	264	2718
PA2806	refseq|NC_002516.2|chromosome	3160651	3161481	-	831	707
PA2807	refseq|NC_002516.2|chromosome	3161599	3162216	-	618	113
PA2808	refseq|NC_002516.2|chromosome	3162388	3162579	-	192	102
PA2809	refseq|NC_002516.2|chromosome	3162705	3163385	+	681	1192
PA2810	refseq|NC_002516.2|chromosome	3163382	3164713	+	1332	856
PA2811	refseq|NC_002516.2|chromosome	3164763	3165542	-	780	778
PA2812	refseq|NC_002516.2|chromosome	3165539	3166471	-	933	1992
PA2813	refseq|NC_002516.2|chromosome	3166547	3167167	-	621	1613
PA2814	refseq|NC_002516.2|chromosome	3167282	3167953	-	672	603
PA2815	refseq|NC_002516.2|chromosome	3168106	3170553	+	2448	10601
PA2816	refseq|NC_002516.2|chromosome	3170682	3171062	+	381	2609
PA2817	refseq|NC_002516.2|chromosome	3171121	3171531	+	411	2204
PA2818	refseq|NC_002516.2|chromosome	3171598	3173175	-	1578	1497
PA2819	refseq|NC_002516.2|chromosome	3173244	3173723	+	480	430
PA2819.1	refseq|NC_002516.2|chromosome	3173599	3173674	-	76	0
PA2819.2	refseq|NC_002516.2|chromosome	3173759	3173834	-	76	476
PA2819.3	refseq|NC_002516.2|chromosome	3173837	3173912	-	76	607
PA2820	refseq|NC_002516.2|chromosome	3174131	3174904	+	774	2869
PA2821	refseq|NC_002516.2|chromosome	3174966	3175628	+	663	2495
PA2822	refseq|NC_002516.2|chromosome	3175638	3176120	-	483	1069
PA2823	refseq|NC_002516.2|chromosome	3176117	3177007	-	891	1701
PA2824	refseq|NC_002516.2|chromosome	3177090	3179450	+	2361	3442
PA2825	refseq|NC_002516.2|chromosome	3179469	3179960	-	492	752
PA2826	refseq|NC_002516.2|chromosome	3179957	3180442	-	486	1104
PA2827	refseq|NC_002516.2|chromosome	3180554	3180952	-	399	3354
PA2828	refseq|NC_002516.2|chromosome	3181137	3182348	+	1212	1905
PA2829	refseq|NC_002516.2|chromosome	3182400	3182852	+	453	278
PA2830	refseq|NC_002516.2|chromosome	3182986	3183861	+	876	13365
PA2831	refseq|NC_002516.2|chromosome	3184002	3185129	+	1128	925
PA2832	refseq|NC_002516.2|chromosome	3185161	3185817	-	657	791
PA2833	refseq|NC_002516.2|chromosome	3185873	3186319	-	447	174
PA2834	refseq|NC_002516.2|chromosome	3186449	3187408	+	960	1283
PA2835	refseq|NC_002516.2|chromosome	3187546	3189138	+	1593	261
PA2836	refseq|NC_002516.2|chromosome	3189150	3190214	+	1065	95
PA2837	refseq|NC_002516.2|chromosome	3190211	3191650	+	1440	178
PA2838	refseq|NC_002516.2|chromosome	3191687	3192658	+	972	204
PA2839	refseq|NC_002516.2|chromosome	3192749	3193519	+	771	257
PA2840	refseq|NC_002516.2|chromosome	3193886	3195589	-	1704	607
PA2841	refseq|NC_002516.2|chromosome	3195900	3196691	+	792	1673
PA2842	refseq|NC_002516.2|chromosome	3196717	3197466	-	750	678
PA2843	refseq|NC_002516.2|chromosome	3197642	3198988	+	1347	1183
PA2844	refseq|NC_002516.2|chromosome	3199029	3200237	-	1209	819
PA2845	refseq|NC_002516.2|chromosome	3200320	3200553	-	234	64
PA2846	refseq|NC_002516.2|chromosome	3200650	3201504	+	855	866
PA2847	refseq|NC_002516.2|chromosome	3201506	3202255	-	750	318
PA2848	refseq|NC_002516.2|chromosome	3202293	3203312	+	1020	915
PA2849	refseq|NC_002516.2|chromosome	3203398	3203853	+	456	1865
PA2850	refseq|NC_002516.2|chromosome	3203998	3204426	+	429	581
PA2851	refseq|NC_002516.2|chromosome	3204514	3205080	-	567	6703
PA2852	refseq|NC_002516.2|chromosome	3205123	3206253	-	1131	786
PA2852.1	refseq|NC_002516.2|chromosome	3206408	3206497	+	90	73
PA2852.2	refseq|NC_002516.2|chromosome	3206733	3206877	+	145	246
PA2853	refseq|NC_002516.2|chromosome	3206915	3207166	+	252	88556
PA2854	refseq|NC_002516.2|chromosome	3207290	3208261	-	972	5400
PA2855	refseq|NC_002516.2|chromosome	3208339	3208617	-	279	683
PA2856	refseq|NC_002516.2|chromosome	3208673	3209278	-	606	1911
PA2857	refseq|NC_002516.2|chromosome	3209289	3209972	+	684	1028
PA2858	refseq|NC_002516.2|chromosome	3209981	3212473	+	2493	2295
PA2859	refseq|NC_002516.2|chromosome	3212525	3213031	+	507	673
PA2860	refseq|NC_002516.2|chromosome	3213044	3213484	-	441	2160
PA2861	refseq|NC_002516.2|chromosome	3213538	3214086	+	549	275
PA2862	refseq|NC_002516.2|chromosome	3214282	3215217	+	936	22282
PA2863	refseq|NC_002516.2|chromosome	3215423	3216289	+	867	1738
PA2864	refseq|NC_002516.2|chromosome	3216456	3216890	-	435	1741
PA2865	refseq|NC_002516.2|chromosome	3216989	3218419	-	1431	2047
PA2866	refseq|NC_002516.2|chromosome	3218666	3219469	+	804	825
PA2867	refseq|NC_002516.2|chromosome	3219608	3221080	+	1473	1919
PA2868	refseq|NC_002516.2|chromosome	3221206	3221565	+	360	695
PA2869	refseq|NC_002516.2|chromosome	3221652	3222140	+	489	826
PA2870	refseq|NC_002516.2|chromosome	3222150	3223727	+	1578	1704
PA2871	refseq|NC_002516.2|chromosome	3223736	3224533	-	798	1259
PA2872	refseq|NC_002516.2|chromosome	3224614	3225384	-	771	460
PA2873	refseq|NC_002516.2|chromosome	3225381	3227387	-	2007	510
PA2874	refseq|NC_002516.2|chromosome	3227384	3228337	-	954	152
PA2875	refseq|NC_002516.2|chromosome	3228337	3229254	-	918	500
PA2876	refseq|NC_002516.2|chromosome	3229484	3230182	-	699	518
PA2877	refseq|NC_002516.2|chromosome	3230279	3231172	-	894	1066
PA2878	refseq|NC_002516.2|chromosome	3231218	3231859	+	642	292
PA2879	refseq|NC_002516.2|chromosome	3231882	3232772	-	891	1623
PA2880	refseq|NC_002516.2|chromosome	3232819	3233334	+	516	128
PA2881	refseq|NC_002516.2|chromosome	3233343	3234254	-	912	152
PA2882	refseq|NC_002516.2|chromosome	3234256	3235371	-	1116	254
PA2883	refseq|NC_002516.2|chromosome	3235794	3235961	+	168	3260
PA2884	refseq|NC_002516.2|chromosome	3236194	3236958	+	765	1543
PA2885	refseq|NC_002516.2|chromosome	3236959	3237555	-	597	1517
PA2886	refseq|NC_002516.2|chromosome	3237836	3239638	+	1803	1027
PA2887	refseq|NC_002516.2|chromosome	3239711	3240589	+	879	631
PA2888	refseq|NC_002516.2|chromosome	3240591	3242207	+	1617	810
PA2889	refseq|NC_002516.2|chromosome	3242324	3243484	+	1161	1113
PA2890	refseq|NC_002516.2|chromosome	3243505	3244299	+	795	357
PA2891	refseq|NC_002516.2|chromosome	3244345	3246330	+	1986	700
PA2892	refseq|NC_002516.2|chromosome	3246382	3247206	+	825	405
PA2893	refseq|NC_002516.2|chromosome	3247369	3249195	+	1827	1911
PA2894	refseq|NC_002516.2|chromosome	3249209	3249631	-	423	911
